,writer_number,lead_writer
1090,1090,Les Mahoney
1091,1091,Robert Malkani
1092,1092,Bill McAdams Jr.
1093,1093,Sean Dwyer
1094,1094,Nick Chakwin
1095,1095,Jon Carlo
1096,1096,Karl Gajdusek
1097,1097,Gary Ugarek
1098,1098,Lauren De Normandie
1099,1099,Matthew Kalamane
1100,1100,Brian Gunn
1101,1101,Terence Winter
1102,1102,Rebecca Miller
1103,1103,Peter Baynham
1104,1104,John Turturro
1105,1105,Scott Caan
1106,1106,Derek Savage
1107,1107,Patricia Harrington
1108,1108,Nick Cannon
1109,1109,Anna Rasmussen
1110,1110,Michael J. Saul
1111,1111,Clark Gregg
1112,1112,J.C. Chandor
1113,1113,Scott A. Peterson
1114,1114,Sam Raimi
1115,1115,Guy Stevenson
1116,1116,Mike MacLean
1117,1117,Jeff Miller
1118,1118,Shane Ryan
1119,1119,Tommy Stovall
1120,1120,John Quaintance
1121,1121,Jonathan Ray Case
1122,1122,Bryan Bertino
1123,1123,Kelly Schwarze
1124,1124,Will Wernick
1125,1125,Diane Bell
1126,1126,Aric Cushing
1127,1127,Maggie Kiley
1128,1128,Michael Colton
1129,1129,Daniel Backman
1130,1130,Andrew Knauer
1131,1131,John Putch
1132,1132,Brad Copeland
1133,1133,Jason DeVan
1134,1134,Mike Cerrone
1135,1135,Peter Hutchings
1136,1136,Damien Chazelle
1137,1137,Luis Carvalho
1138,1138,Sofia Alvarez
1139,1139,Adam Deyoe
1140,1140,Steve Allrich
1141,1141,Eric J. Adams
1142,1142,Amy Acosta
1143,1143,Mark Mendola
1144,1144,Joey Hartstone
1145,1145,Jay Anthony White
1146,1146,Sebastian Dinwiddie
1147,1147,Susan McMartin
1148,1148,David Tillman
1149,1149,Bonnie Orr
1150,1150,Mark Steven Grove
1151,1151,Bryan Binder
1152,1152,Karey Kirkpatrick
1153,1153,Victor Teran
1154,1154,Anthony Gaudioso
1155,1155,Brad Ingelsby
1156,1156,Victor Levin
1157,1157,Michael Gilvary
1158,1158,Paul Kampf
1159,1159,Chris Billett
1160,1160,Jordan Downey
1161,1161,Bertie Higgins
1162,1162,Joey Curtis
1163,1163,Robert Beaucage
1164,1164,Galt Niederhoffer
1165,1165,Jenée LaMarque
1166,1166,Leigh Whannell
1167,1167,Mike Birbiglia
1168,1168,Elizabeth Blake-Thomas
1169,1169,Micah Fitzerman-Blue
1170,1170,Nancy Doyne
1171,1171,Christopher Hewitson
1172,1172,Marianna Palka
1173,1173,Josh Radnor
1174,1174,Gary Whitta
1175,1175,Steve Bevilacqua
1176,1176,Hal Hartley
1177,1177,Justin Haythe
1178,1178,Joe Hollow
1179,1179,Patrick Rea
1180,1180,Annie J. Howell
1181,1181,Franck Khalfoun
1182,1182,Henry Barrial
1183,1183,Neal H. Dobrofsky
1184,1184,Adam McKay
1185,1185,Yiyun Li
1186,1186,Barry Wernick
1187,1187,Marc Erlbaum
1188,1188,Marcus D. Spencer
1189,1189,Andy Bellin
1190,1190,Marc Prey
1191,1191,Glasgow Phillips
1192,1192,Edmund Entin
1193,1193,Alex Wright
1194,1194,Carmen Marrón
1195,1195,Alex Kurtzman
1196,1196,Sam Levinson
1197,1197,Steven Zaillian
1198,1198,Jake Kennedy
1199,1199,Kent Osborne
1200,1200,Todd Robinson
1201,1201,Nathan Scoggins
1202,1202,Jim Fitzpatrick
1203,1203,Deon Taylor
1204,1204,Anthony Werley
1205,1205,Steve Alper
1206,1206,Ryan Barton-Grimley
1207,1207,Kevin Burke
1208,1208,Tim Macy
1209,1209,Taran Killam
1210,1210,Shane Hawks
1211,1211,Lony Ruhmann
1212,1212,Tony Gilroy
1213,1213,Jeremy Garelick
1214,1214,Anna Boden
1215,1215,Brian Klugman
1216,1216,Steve Anderson
1217,1217,Josh Crook
1218,1218,Joe Carnahan
1219,1219,J.C. Khoury
1220,1220,Dallas King
1221,1221,Jeff Santo
1222,1222,David Holechek
1223,1223,Kate A. McGrath
1224,1224,Ryan Spahn
1225,1225,Judy San Roman
1226,1226,Jon Etheridge
1227,1227,Greg Aronowitz
1228,1228,Tate Taylor
1229,1229,Travis Zariwny
1230,1230,Brian Avenet-Bradley
1231,1231,Laurie Collyer
1232,1232,Rashaad Ernesto Green
1233,1233,Peter Dexter
1234,1234,David Wall
1235,1235,Danny Strong
1236,1236,50 Cent
1237,1237,Stefan C. Schaefer
1238,1238,John Fallon
1239,1239,Hossein Amini
1240,1240,Dallas Jackson
1241,1241,Harvey Shaiman
1242,1242,John Hamburg
1243,1243,Kerem Sanga
1244,1244,John Ward
1245,1245,Muffy Bolding
1246,1246,Sean King
1247,1247,Martin L. Kelley
1248,1248,Dan Sinclair
1249,1249,A.W. Gryphon
1250,1250,Matt Besser
1251,1251,Corey Grant
1252,1252,Kevan Peterson
1253,1253,Jeff Morris
1254,1254,Robert Hamilton
1255,1255,Amy Seimetz
1256,1256,Steve Franke
1257,1257,Christina Moore
1258,1258,Charlie Meadows
1259,1259,Chris LaMont
1260,1260,Liz W. Garcia
1261,1261,Jon Binkowski
1262,1262,Scott Milam
1263,1263,Kenneth Lemm
1264,1264,Matthew Michael Carnahan
1265,1265,Ryan Piers Williams
1266,1266,John Cregan
1267,1267,Michael Simon
1268,1268,Ryan Rothmaier
1269,1269,Chris Lofing
1270,1270,Ty DeMartino
1271,1271,Nick Everhart
1272,1272,Kyle Patrick Alvarez
1273,1273,Prince Bagdasarian
1274,1274,Peter A. Dowling
1275,1275,Dan Sallitt
1276,1276,Michael Worth
1277,1277,Duane P. Craig
1278,1278,David Gordon Green
1279,1279,Jacob Estes
1280,1280,Danny Buday
1281,1281,Derrick Borte
1282,1282,Brian Cleveland
1283,1283,Damian Chapa
1284,1284,Tracy Oliver
1285,1285,Allen Johnson
1286,1286,Leah McKendrick
1287,1287,Al Kaplan
1288,1288,Michelle Ehlen
1289,1289,Marcus Mizelle
1290,1290,Ray Bradbury
1291,1291,Sxv'leithan Essex
1292,1292,Valentine
1293,1293,Marja-Lewis Ryan
1294,1294,Mitchell Kapner
1295,1295,Robert Gaston
1296,1296,Derek Dodge
1297,1297,Alex Ross Perry
1298,1298,Miles Chapman
1299,1299,Finn Taylor
1300,1300,Frank Miller
1301,1301,Andrew Jay Cohen
1302,1302,Jim O'Rear
1303,1303,Kestrin Pantera
1304,1304,Carl Weber
1305,1305,Brad Keene
1306,1306,Ralph Boswell
1307,1307,Andrew C. Erin
1308,1308,Jon Keeyes
1309,1309,Ron Smith
1310,1310,Sterlin Harjo
1311,1311,John Robert Moore
1312,1312,Mark Harris
1313,1313,Richard Glatzer
1314,1314,Seth Grossman
1315,1315,Robert D. Hanna
1316,1316,Justin Lerner
1317,1317,Bahareh Azimi
1318,1318,Chris R. Notarile
1319,1319,Scott Wiper
1320,1320,George Saunders
1321,1321,Adam Mazer
1322,1322,John J. McLaughlin
1323,1323,Lucky McKee
1324,1324,Oren Peli
1325,1325,Robert Rodriguez
1326,1326,Marc-Andre Samson
1327,1327,Kevin Willmott
1328,1328,Stephen Chbosky
1329,1329,Grant S. Johnson
1330,1330,Ward Roberts
1331,1331,Brett Piper
1332,1332,Billy Senese
1333,1333,Patrick Melton
1334,1334,Kenny Young
1335,1335,Bret Easton Ellis
1336,1336,Elliot Diviney
1337,1337,William DeMeo
1338,1338,Trevor Doukakis
1339,1339,Michael Patrick King
1340,1340,John Buffalo Mailer
1341,1341,Victor Salva
1342,1342,Michael Angelo Covino
1343,1343,David I. Stern
1344,1344,Robert Eisele
1345,1345,Michael Berg
1346,1346,Knate Lee
1347,1347,Jim Carroll
1348,1348,Àlex Pastor
1349,1349,Lucy Alibar
1350,1350,Lisa Baget
1351,1351,Eduardo Castrillo
1352,1352,Ash Avildsen
1353,1353,Duane Adler
1354,1354,Franc. Reyes
1355,1355,Linda Andersson
1356,1356,Chris Terrio
1357,1357,Brent Tarnol
1358,1358,Drew Bolduc
1359,1359,Andy Stock
1360,1360,Elisa Delson
1361,1361,Rob Hedden
1362,1362,Tony Brownrigg
1363,1363,Tenney Fairchild
1364,1364,Jeremy Benson
1365,1365,Julia Fair
1366,1366,Mark Famiglietti
1367,1367,Jon Favreau
1368,1368,Matt Cook
1369,1369,Kerry Valderrama
1370,1370,Drew Maxwell
1371,1371,Travis Fine
1372,1372,Riley Stearns
1373,1373,Justin Chambers
1374,1374,Jeremy Saulnier
1375,1375,Ansel Faraj
1376,1376,Malcolm D. Lee
1377,1377,Kim Bass
1378,1378,Andrea Berloff
1379,1379,Aaron Harvey
1380,1380,Jason Hall
1381,1381,Roberto Orci
1382,1382,Mark Poirier
1383,1383,William Wheeler
1384,1384,Christopher James Miller
1385,1385,Don Abernathy
1386,1386,Paul Harrill
1387,1387,Seth W. Owen
1388,1388,Andrew Kevin Walker
1389,1389,Amber Benson
1390,1390,Peter Facinelli
1391,1391,Bryan Ferriter
1392,1392,Oren Moverman
1393,1393,Adam Cooper
1394,1394,Ana Lily Amirpour
1395,1395,Daniel Ponickly
1396,1396,Wes Laurie
1397,1397,Daniel Clowes
1398,1398,David Blair
1399,1399,Holly Goldberg Sloan
1400,1400,Will Elliott
1401,1401,Casey Affleck
1402,1402,David O. Russell
1403,1403,Patrick Durham
1404,1404,James M. Hausler
1405,1405,LazRael Lison
1406,1406,Chuck Hayward
1407,1407,Christina Kallas
1408,1408,Steve Clark
1409,1409,Dante Tomaselli
1410,1410,James Ellroy
1411,1411,Carl Ellsworth
1412,1412,Don Coscarelli
1413,1413,Jennifer Westfeldt
1414,1414,Doug Spearman
1415,1415,Tim Blake Nelson
1416,1416,Zack Andrews
1417,1417,Gregory Lamberson
1418,1418,Matt Thompson
1419,1419,David Pliler
1420,1420,Travis Mathews
1421,1421,Christina Welsh
1422,1422,Christopher Borrelli
1423,1423,Joseph Graham
1424,1424,Mamrie Hart
1425,1425,Thomas J. Churchill
1426,1426,Chris von Hoffmann
1427,1427,Katy Baldwin
1428,1428,Joe Leone
1429,1429,Kerry Finlayson
1430,1430,Jason Pagan
1431,1431,Elgin James
1432,1432,Ehren Kruger
1433,1433,Jeremy Berg
1434,1434,Jason Nash
1435,1435,David W. Warfield
1436,1436,Chris Eska
1437,1437,Alexandre Rockwell
1438,1438,Tom Six
1439,1439,Pinchas Perry
1440,1440,David Lewis
1441,1441,Waymon Boone
1442,1442,Bob Clark
1443,1443,Richard Levine
1444,1444,Leila Djansi
1445,1445,Tony Trov
1446,1446,Aaron K. Carter
1447,1447,Chloé Zhao
1448,1448,Tom Flynn
1449,1449,Travis Beacham
1450,1450,Ed Naha
1451,1451,Blake Harris
1452,1452,Ryan Murphy
1453,1453,Eshom Nelms
1454,1454,Nadeem Soumah
1455,1455,Kurt Knight
1456,1456,Chase Smith
1457,1457,Bruce Dellis
1458,1458,Todd Komarnicki
1459,1459,Stephen Belber
1460,1460,Derek Cianfrance
1461,1461,Nick Naveda
1462,1462,Edward DeRuiter
1463,1463,Jim Towns
1464,1464,David Wilson
1465,1465,Carlos De Los Rios
1466,1466,James Krieg
1467,1467,Kurt Voelker
1468,1468,Trace Beaulieu
1469,1469,Liz Manashil
1470,1470,Michael Pavone
1471,1471,Brian Jordan Alvarez
1472,1472,Jeremiah Campbell
1473,1473,Jason Segel
1474,1474,Pam Brady
1475,1475,Gary King
1476,1476,Matthew Berkowitz
1477,1477,Agustin
1478,1478,Pierre David
1479,1479,Michael Canzoniero
1480,1480,Jess Bond
1481,1481,Jeffrey Price
1482,1482,Rebecca Sonnenshine
1483,1483,Shawn Burkett
1484,1484,Ted Elliott
1485,1485,James Lapine
1486,1486,Jane Clark
1487,1487,Troy McGatlin
1488,1488,Josh A. Cagan
1489,1489,Mike Young
1490,1490,Patrick McManus
1491,1491,Autumn McAlpin
1492,1492,Marty Madden
1493,1493,Leena Pendharkar
1494,1494,York Alec Shackleton
1495,1495,Joshua Lim
1496,1496,Robert Lawton
1497,1497,Domenic Migliore
1498,1498,Adam Abram
1499,1499,Katherine Center
1500,1500,Harry Shumanski
1501,1501,Rodney Wilson
1502,1502,Jeremiah Hundley
1503,1503,Jessica Sharzer
1504,1504,Anja Marquardt
1505,1505,Robin Swicord
1506,1506,Shana Betz
1507,1507,Brendan Cowles
1508,1508,Joe McClean
1509,1509,Morgan Mead
1510,1510,Matthew Gunnoe
1511,1511,Robert Desiderio
1512,1512,Nils Timm
1513,1513,David G. Evans
1514,1514,Jesse Warren
1515,1515,Jason Toler
1516,1516,James A. Kreitel
1517,1517,Stephen Lyons
1518,1518,Tom Jennings
1519,1519,Kristian Messere
1520,1520,Phillip Penza
1521,1521,Justin Reinsilber
1522,1522,Niall Leonard
1523,1523,Julie Lipson
1524,1524,Becky Albertalli
1525,1525,Becky Johnston
1526,1526,Tom Woodbeck
1527,1527,Drew Pillsbury
1528,1528,Mikki del Monico
1529,1529,David Tittone
1530,1530,Gary Cook
1531,1531,Blacky Bokich
1532,1532,Kevin Ward
1533,1533,James D. Solomon
1534,1534,Aaron Michael Metchik
1535,1535,Salvatore Interlandi
1536,1536,Jeff Etheridge
1537,1537,Mike Ford
1538,1538,Stephen Marro
1539,1539,Jason Eric Perlman
1540,1540,Paul Wernick
1541,1541,Laurie Simmons
1542,1542,Phil Donlon
1543,1543,Aaron Schimberg
1544,1544,Nicholas T. Proferes
1545,1545,Zachary Beckler
1546,1546,Chris Brown
1547,1547,Richard Lasser
1548,1548,George Gallagher
1549,1549,Jeff Crook
1550,1550,Nadia Jordan
1551,1551,Tomax Aponte
1552,1552,Matt Johnson
1553,1553,Brian Harper
1554,1554,Sean Hood
1555,1555,Jennifer Phang
1556,1556,Jason Orley
1557,1557,Vlad Feier
1558,1558,Marisa Calin
1559,1559,Ron Clements
1560,1560,James Dean Schulte
1561,1561,E.L. Doctorow
1562,1562,Benny Fine
1563,1563,Brad Michael Elmore
1564,1564,Dorie Barton
1565,1565,Candy J. Beard
1566,1566,Michael J. Nelson
1567,1567,Kristopher Simms
1568,1568,Danilo Mancinelli
1569,1569,Emily Cohn
1570,1570,Nils Taylor
1571,1571,Lafcadio Hearn
1572,1572,Henry Selick
1573,1573,Greg Ansin
1574,1574,Bronwen Hughes
1575,1575,Peter Tolan
1576,1576,Jesse Bryan
1577,1577,Joshua Beirne-Golden
1578,1578,T. Michael Conway
1579,1579,Christopher James Lang
1580,1580,Fran Clabaugh
1581,1581,Eddie Lebron
1582,1582,Rodger Grossman
1583,1583,Rich Christiano
1584,1584,Duke Tran
1585,1585,Brent Gorski
1586,1586,J.R. Ackerley
1587,1587,Sheldon Turner
1588,1588,Lisa Cordileone
1589,1589,Jefferson Bonar
1590,1590,Jac Schaeffer
1591,1591,Rachel Boynton
1592,1592,Sam Koji Hale
1593,1593,Stuart Acher
1594,1594,John Stockwell
1595,1595,Brent Bambic
1596,1596,Tommy Avallone
1597,1597,Barry Fanaro
1598,1598,Rod Cavin
1599,1599,Steven Richter
1600,1600,David Waingarten
1601,1601,David Gregory
1602,1602,Stephen Davis
1603,1603,Emma McLaughlin
1604,1604,Chris Peckover
1605,1605,Adam Beamer
1606,1606,Justin Lo
1607,1607,Gildart Jackson
1608,1608,Randall Hooper
1609,1609,Becky Smith
1610,1610,Bruce Brown
1611,1611,Ted Tally
1612,1612,Alexi Pappas
1613,1613,Roberts Gannaway
1614,1614,David W. Edwards
1615,1615,Mark Colson
1616,1616,Tim Davis
1617,1617,Mark Cullen
1618,1618,Travis Crim
1619,1619,Joseph Thompson
1620,1620,Scott Coones
1621,1621,T.R. Gough
1622,1622,John Hindman
1623,1623,Mora Stephens
1624,1624,Nick Cassavetes
1625,1625,Melanie Ansley
1626,1626,Peter Callahan
1627,1627,Lotti Pharriss Knowles
1628,1628,Steve Rudzinski
1629,1629,Michael Duggan
1630,1630,Steve Gray
1631,1631,Ben Powell
1632,1632,Trey Nelson
1633,1633,Tony Giglio
1634,1634,Carlos R. Bermúdez
1635,1635,Abe Sylvia
1636,1636,Greg Beauchamp
1637,1637,Harold Ramis
1638,1638,Kenneth Castillo
1639,1639,Matt Mahurin
1640,1640,Andrew Kole
1641,1641,Gerald N. Lund
1642,1642,Matt Pizzolo
1643,1643,Carey Van Dyke
1644,1644,Olly Alexander
1645,1645,Luke Barnett
1646,1646,Doug Bost
1647,1647,Joe W Nowland
1648,1648,Jason Boesch
1649,1649,Fred Stoller
1650,1650,Jesse Peretz
1651,1651,Andrew Stern
1652,1652,Joe Eddy
1653,1653,Dav Kaufman
1654,1654,Zvia Dimbort
1655,1655,R.T. Wong
1656,1656,Glen Berry
1657,1657,Matthew Ross
1658,1658,Nathan Hartman
1659,1659,Jack Danini
1660,1660,Philip Fracassi
1661,1661,Martin Guigui
1662,1662,Robert Fritz
1663,1663,Roy Sallows
1664,1664,Andre Fabrizio
1665,1665,Scott Windhauser
1666,1666,Steven Jay Bernheim
1667,1667,Bill Dubuque
1668,1668,Mike Hatton
1669,1669,Cody Vibbart
1670,1670,Pierce Gardner
1671,1671,Alex Monty Canawati
1672,1672,David R. Higgins
1673,1673,Marianne Hettinger
1674,1674,Sarah Kelly
1675,1675,Geoff Ward
1676,1676,Brian Gatewood
1677,1677,Mark Ethridge
1678,1678,Tom Ford
1679,1679,Amir Mo
1680,1680,Mike Gunther
1681,1681,Todd Hickey
1682,1682,Aaron Fisher
1683,1683,Rick Jensen
1684,1684,William J. Viglione
1685,1685,Kelly Marcel
1686,1686,Tom Whitus
1687,1687,Ken Arnold
1688,1688,Christopher Makoto Yogi
1689,1689,Anthony Bawn
1690,1690,Tony Zavaleta
1691,1691,Micky Levy
1692,1692,Jeff Maguire
1693,1693,Dan DeLuca
1694,1694,Adair Cole
1695,1695,Grant Nelson
1696,1696,Eric H. Sheffield
1697,1697,Josh Lieb
1698,1698,Publius Vergilius Maro
1699,1699,Don Caron
1700,1700,Linton 'Buddy' Barnett III
1701,1701,Robert E. Jones
1702,1702,Paul Hough
1703,1703,David Lee Madison
1704,1704,Neil McGowan
1705,1705,Alexander Payne
1706,1706,Michael J. Wilson
1707,1707,Bill Dumas
1708,1708,Guinevere Turner
1709,1709,Luke Jaden
1710,1710,Ajai
1711,1711,Bram Hoover
1712,1712,Zach Helm
1713,1713,Brent McCorkle
1714,1714,Geoff LaTulippe
1715,1715,Jason Satterlund
1716,1716,Shelby Farrell
1717,1717,S. Craig Zahler
1718,1718,Mike Herro
1719,1719,Kathleen Davison
1720,1720,George Wing
1721,1721,Adam Klein
1722,1722,Johnny Hlousek
1723,1723,Michael Lanahan
1724,1724,David Zabel
1725,1725,Kamal Moo
1726,1726,Paul Farrell
1727,1727,Castle Freeman Jr.
1728,1728,Jacquin DeLeon
1729,1729,Manny Rodriguez Jr.
1730,1730,Tony Elwood
1731,1731,Ari Gold
1732,1732,Eitan Gorlin
1733,1733,Carter
1734,1734,Matthew Ashford
1735,1735,Jason Henne
1736,1736,John Muscarnero
1737,1737,Aaron Ginsburg
1738,1738,Milton Rokeach
1739,1739,Ron Judkins
1740,1740,Tyler Cornack
1741,1741,John Reign
1742,1742,Cleopatra Coleman
1743,1743,Jeremy Profe
1744,1744,Jet Eller
1745,1745,Vivian Kyinn
1746,1746,Thomas Berger
1747,1747,Michael Caleo
1748,1748,Chris Fuller
1749,1749,Nicole Holland
1750,1750,Mike Bradecich
1751,1751,Ralph Celestin
1752,1752,Nathan VonMinden
1753,1753,Jameel Khan
1754,1754,Steve Latshaw
1755,1755,Steven DeGennaro
1756,1756,Michael Pietrzak
1757,1757,Jason Parish
1758,1758,Craig William Macneill
1759,1759,Alex Merkin
1760,1760,Tony Barbieri
1761,1761,Ken Sax
1762,1762,Alan Ball
1763,1763,Gloria Norris
1764,1764,Adam Scott Weissman
1765,1765,Janaya Black
1766,1766,David B. Craig
1767,1767,Andrew E. Matthews
1768,1768,Vernon Chatman
1769,1769,Edson Oda
1770,1770,Jeff Hawker
1771,1771,Jeff Janke
1772,1772,Tori Avey
1773,1773,Matthew Montgomery
1774,1774,Matthew Jason Walsh
1775,1775,James A. Ward
1776,1776,Charles Moore
1777,1777,Douglas Conner
1778,1778,Judy Dinella
1779,1779,Kara Holden
1780,1780,Gavin Hood
1781,1781,Sylvia Day
1782,1782,Michael Laimo
1783,1783,Kirk Bovill
1784,1784,Adam Wierzbianski
1785,1785,Blake Casselman
1786,1786,Lance Rivera
1787,1787,Marie Hopkins
1788,1788,Jeff Goldberg
1789,1789,Carl Morano
1790,1790,Jacob Meszaros
1791,1791,John Bianco
1792,1792,Julia Butler
1793,1793,Angelo Pizzo
1794,1794,Shanra Kehl
1795,1795,Michael G. Kehoe
1796,1796,Hue Rhodes
1797,1797,Alex Israel
1798,1798,Angelo Lopes
1799,1799,Cory McAbee
1800,1800,Alex O Eaton
1801,1801,Matt Bettinelli-Olpin
1802,1802,Timothy Friend
1803,1803,Robin Bradford
1804,1804,Bruce Wemple
1805,1805,Erik Wegner
1806,1806,Christopher Shinn
1807,1807,Adam White
1808,1808,Dan Via
1809,1809,Juan Frausto
1810,1810,Jaysen P. Buterin
1811,1811,Elias Matar
1812,1812,Simon Rumley
1813,1813,James Andronica
1814,1814,Alain Silver
1815,1815,Tom Sierchio
1816,1816,Dave Hill
1817,1817,Christel Gibson
1818,1818,Bruce McLeod
1819,1819,Colin Costello
1820,1820,Jeffrey A. Brown
1821,1821,Lisa Robinson
1822,1822,Juliet Snowden
1823,1823,Justin Petty
1824,1824,T.C. De Witt
1825,1825,Matthew Orton
1826,1826,Archie Borders
1827,1827,Nick Santora
1828,1828,Amman Abbasi
1829,1829,Rusty Whitener
1830,1830,Steven F. Clark
1831,1831,Emily Abt
1832,1832,Will Hayes
1833,1833,Robert Lowell
1834,1834,Brett Varvel
1835,1835,Billy Shebar
1836,1836,Evan Jacobs
1837,1837,Eddie Alcazar
1838,1838,Ryan Tower
1839,1839,Seanie Sugrue
1840,1840,Zach Meiners
1841,1841,Mathew Miller
1842,1842,Todd Bartoo
1843,1843,Jason Headley
1844,1844,Tony Gayton
1845,1845,Benjamin J. Walter
1846,1846,Rick Yune
1847,1847,Alex Petrovitch
1848,1848,Jenny Bicks
1849,1849,Sean S. Cunningham
1850,1850,Jerry Hayes
1851,1851,Jace Mclean
1852,1852,Robert Bennett
1853,1853,Jeff Rosenberg
1854,1854,Ron Shelton
1855,1855,Stuart Wahlin
1856,1856,Kelly Peters
1857,1857,Jennifer Kaytin Robinson
1858,1858,Gretchen McNeil
1859,1859,Charles Castaldi
1860,1860,Barry Strugatz
1861,1861,Cruz Angeles
1862,1862,Susan Boyd
1863,1863,Sebastian J. Michael
1864,1864,Jeffrey T. Schoettlin
1865,1865,Tonya S. Holly
1866,1866,Erin O'Connor
1867,1867,Malik Bader
1868,1868,Matthew Chadwick
1869,1869,Max Martini
1870,1870,Glen Stephens
1871,1871,Mischa Webley
1872,1872,Jose Rivera
1873,1873,Ron L. Brinkerhoff
1874,1874,Steven Chang
1875,1875,Matthew Wilder
1876,1876,Eric Bernt
1877,1877,Kristen Wiig
1878,1878,Emi Mochizuki
1879,1879,Roxanne Benjamin
1880,1880,Anya Kochoff
1881,1881,Koji Steven Sakai
1882,1882,Josh Sternfeld
1883,1883,Desmond Nakano
1884,1884,Alexandra Grunberg
1885,1885,Jay Ward
1886,1886,Monroe Mann
1887,1887,Casey Schroen
1888,1888,John E. Bryant
1889,1889,Destin Pfaff
1890,1890,David Branson Smith
1891,1891,Matthan Harris
1892,1892,Adam Rapp
1893,1893,Joe Stillman
1894,1894,Thomas Verrette
1895,1895,Rita Merson
1896,1896,Elle Callahan
1897,1897,Alex Tse
1898,1898,McCartney James
1899,1899,Nicholas Fackler
1900,1900,Oliver Thompson
1901,1901,Roger Rawlings
1902,1902,Michael Hemmingson
1903,1903,Dan Chariton
1904,1904,Brian Kelsey
1905,1905,Eric Lord
1906,1906,William Paul McKay
1907,1907,Tim Cavanaugh
1908,1908,Scott S. Anderson
1909,1909,Alison Monda
1910,1910,Vince Sweeney
1911,1911,Seth M. Sherwood
1912,1912,Darren Marshall
1913,1913,J. Bishop
1914,1914,Susan Walter
1915,1915,Martin Olson
1916,1916,Lamar Damon
1917,1917,Donna Wheeler
1918,1918,Jared Rivet
1919,1919,Ben Everhart
1920,1920,Noël Coward
1921,1921,D.W. Brown
1922,1922,Fred Manocherian
1923,1923,Ted Fukuda
1924,1924,Jessica M. Thompson
1925,1925,Alice Blehart
1926,1926,Johnny Asuncion
1927,1927,Elisabeth Holm
1928,1928,Marya Cohn
1929,1929,Faith Granger
1930,1930,Ed Gaffney
1931,1931,Michael Swaim
1932,1932,William Shakespeare
1933,1933,Scott Coleman
1934,1934,Tom Lewis
1935,1935,Kim P. Wells
1936,1936,Micah Caronna
1937,1937,Ryan Spindell
1938,1938,Pete Ohs
1939,1939,Jonathan D. Bucari
1940,1940,Chadd Harbold
1941,1941,Tony Cummings
1942,1942,Jeffrey Green
1943,1943,Greg Berlanti
1944,1944,Kris Hulbert
1945,1945,West Liang
1946,1946,Wendell Steavenson
1947,1947,Alyssa R. Bennett
1948,1948,Terri Kauffman
1949,1949,Nick Cuse
1950,1950,Sam Wolfson
1951,1951,Bruce Caulk
1952,1952,Ruben Rodriguez
1953,1953,Katie Silberman
